user_id,url,datetime,rec_type,is_accepted
6075236906,https://youtu.be/7XzJ9vg47qw,2023-04-26 21:06:33,user_link,0
6075236906,https://youtu.be/lTdKu48t2MY,2023-04-26 21:09:07,user_link,1
593437728,https://youtu.be/4Jfy1ulVgvc,2023-04-26 21:22:19,user_link,0
593437728,https://youtu.be/FNnYpfONeN0,2023-04-26 21:22:56,user_link,0
134566371,https://youtu.be/LEJ6H6RyzNI,2023-04-26 21:23:19,user_link,0
1622817526,https://youtu.be/bQ-emm6vJ4Y,2023-04-26 21:23:39,user_link,0
593437728,https://youtu.be/yO70hSFGqeA,2023-04-26 21:24:18,user_link,0
134566371,https://youtu.be/LEJ6H6RyzNI,2023-04-26 21:25:36,user_link,0
400971250,https://youtu.be/gf0taQyr0E0,2023-04-26 21:26:27,user_link,0
400971250,https://youtu.be/F6AlsOR7R08,2023-04-26 21:27:00,user_link,0
568511662,https://youtu.be/br2OejV4hTs,2023-04-26 21:27:42,user_link,0
400971250,https://youtu.be/YDL_jKoCKSM,2023-04-26 21:27:49,user_link,0
593437728,https://youtu.be/kojgeLd1ivA,2023-04-26 21:27:58,user_link,0
400971250,https://youtu.be/JAaugGHMQXc,2023-04-26 21:28:11,user_link,0
6075236906,https://youtu.be/7aNW9hRKYA8,2023-04-26 21:28:44,user_link,0
208361769,https://x-minus.me/track/15112/sleep-sugar,2023-04-26 21:28:49,user_link,0
917318792,https://youtu.be/AQOt75axc0Y,2023-04-26 21:35:21,user_link,0
1622817526,https://youtu.be/uIcmAyAJ5hE,2023-04-26 21:35:22,user_link,0
48856678,https://youtu.be/tAEek8nO11c,2023-04-26 21:35:32,user_link,1
1622817526,https://xminus.me/track/477205/pustye-mesta,2023-04-26 21:35:40,user_link,1
568511662,https://youtu.be/gh3oomtLAZ8,2023-04-26 21:38:11,user_link,0
43524630,https://youtu.be/bGXRix2_Ap4,2023-04-26 21:39:34,user_link,0
246577930,https://youtu.be/EmybBc9v0qk,2023-04-26 21:40:16,random_link,0
569823451,https://youtu.be/ICfV40BUdHQ,2023-04-26 21:44:06,user_link,0
568511662,https://youtu.be/xNtir1XGda0,2023-04-26 21:45:28,user_link,0
43524630,https://youtu.be/IuA-9ULCv5s,2023-04-26 21:45:38,user_link,0
956955911,https://youtu.be/6w5jTkaSvd8,2023-04-26 21:46:15,user_link,0
246577930,https://youtu.be/XWq1hK6XtjU,2023-04-26 21:46:58,random_link,0
917318792,https://youtu.be/V2T5Ecc16mo,2023-04-26 21:49:04,user_link,0
43524630,https://youtube.com/watch?v=udGPDz2s3Eg&feature=shares,2023-04-26 21:50:19,random_link,0
569823451,https://youtu.be/8xUQNbM1hVQ,2023-04-26 21:54:15,user_link,0
1622817526,https://youtu.be/Q5N8tnYzal4,2023-04-26 21:54:20,user_link,1
400971250,https://youtu.be/nfuMlPYbb9A,2023-04-26 21:56:04,user_link,0
